loan_amount,annual_income,employment_length_years,credit_history_years,debt_to_income,revolving_utilization,num_delinquencies,num_credit_lines,inquiries_last_6m,fico_score,open_credit_cards,public_records,loan_purpose,home_ownership,state,age,months_since_last_delinquency,annual_installment,loan_term_months,num_dependents,utilization_ratio,bankruptcies,mortgage_accounts,verification_status,default
21326,43480,37,23,0.5059286367846455,0.8007743647382873,2,22,7,623,6,2,wedding,MORTGAGE,PA,62,72,8218,36,1,0.7929467400283948,1,4,not_verified,1
35539,167779,35,5,0.0738925891611484,0.1585508887601682,0,13,5,616,2,2,medical,MORTGAGE,OH,65,12,7066,36,3,0.9430529318203225,0,1,not_verified,0
37460,112744,15,27,0.31944602916553855,0.9644955976832219,1,14,5,524,12,1,home,MORTGAGE,PA,55,66,8991,60,4,0.5051901275574668,2,1,verified,1
26094,162800,24,12,0.4271498829694669,0.6726248496876577,1,22,4,455,5,4,wedding,MORTGAGE,GA,62,20,9040,36,1,0.4828825653764445,1,3,not_verified,1
19735,187798,5,19,0.15945677222988144,0.5999204494747988,0,12,4,630,4,3,business,OWN,NY,23,103,14371,60,4,0.16134338548773974,1,1,not_verified,1
43095,172906,26,9,0.43695405075627336,0.06213982684567265,1,7,2,382,7,0,medical,MORTGAGE,PA,27,5,8136,36,3,0.08009964922512813,2,2,verified,0
20156,181888,37,26,0.30581141803614525,0.7386738055575747,1,12,7,720,7,1,medical,RENT,TX,25,116,3752,60,1,0.7912758800046124,1,0,not_verified,0
34679,50081,10,27,0.45305189001905033,0.8401965264871752,0,22,0,608,3,4,home,OWN,TX,50,74,4413,36,1,0.7691484200535953,1,3,verified,0
10007,178082,28,2,0.3158300848680797,0.0864521443188393,0,9,0,535,7,1,wedding,MORTGAGE,IL,68,47,7624,36,4,0.831204449207026,2,2,verified,0
43922,93793,29,17,0.41940304685831575,0.03172941523503847,2,9,1,542,14,3,home,OWN,NC,25,70,3619,60,2,0.20181168082206946,0,0,not_verified,0
14377,110419,35,28,0.21649212420901592,0.6757243691613524,0,1,1,731,0,4,car,MORTGAGE,NC,59,15,8570,60,1,0.5143619855225776,2,4,not_verified,1
2800,146101,26,21,0.5272384641545157,0.2901741429794016,0,11,8,583,4,0,home,MORTGAGE,IL,41,90,8057,36,2,0.5416623647065695,1,2,verified,0
18192,165832,6,4,0.2491772622926027,0.4421737850765478,0,12,0,609,4,1,wedding,MORTGAGE,MI,29,88,10210,36,0,0.2818048172315022,0,2,verified,0
38901,110174,1,21,0.485987544179809,0.013723002401257012,0,24,5,352,11,4,medical,MORTGAGE,FL,54,33,14059,36,2,0.5043104029473092,2,2,not_verified,0
42529,175531,8,27,0.19079259816059468,0.14972964050772086,1,5,2,648,10,2,business,OWN,PA,22,53,12287,36,3,0.674854316729753,1,3,not_verified,1
1969,25207,23,11,0.29576459726586696,0.4117800719837764,0,1,2,760,9,1,education,OWN,MI,64,84,11507,36,0,0.4298431979682604,0,3,not_verified,0
37847,34130,27,26,0.2713791813685599,0.34458263671310463,0,2,1,524,9,1,car,MORTGAGE,MI,49,95,4181,36,0,0.4999054821899038,1,2,not_verified,0
16601,82467,18,28,0.46814671958352355,0.8398134101370694,0,1,7,839,11,1,education,OWN,NY,62,62,6186,36,1,0.8168856202723502,2,2,not_verified,0
48456,112924,14,13,0.41978899813393483,0.30194859165437093,0,13,1,483,5,3,car,RENT,PA,31,65,2004,60,0,0.12795581922100352,1,1,not_verified,1
37087,26913,1,25,0.37728134520643514,0.5708038182617291,1,24,7,799,11,3,home,RENT,PA,31,20,10223,60,2,0.6132374729195982,2,3,not_verified,0
38473,90174,13,29,0.31408328956943,0.16436982517014298,1,2,0,622,6,2,business,RENT,NC,65,16,13474,60,1,0.917662599421783,0,0,verified,1
40379,168946,17,26,0.07112974720182913,0.22146636223740312,0,1,5,599,13,4,education,MORTGAGE,GA,27,81,10796,60,2,0.9249442855893726,1,0,verified,1
31655,39129,9,18,0.1732227998015464,0.014256238700521617,0,2,2,339,8,1,education,MORTGAGE,PA,31,55,13284,60,1,0.49843292616208523,0,3,not_verified,0
16259,69493,5,9,0.020656628283218056,0.6782014673839023,0,11,0,630,11,3,wedding,OWN,TX,24,71,2105,36,1,0.030455113130953282,2,2,verified,1
1387,98131,30,24,0.36355173487870207,0.41255879908052895,1,16,0,525,5,1,education,OWN,IL,42,81,951,36,2,0.1455781066348968,2,3,not_verified,1
47753,71744,20,27,0.08493941146039144,0.4957415891121232,1,7,7,391,2,1,wedding,OWN,PA,49,62,3967,60,4,0.07006110317981895,1,0,not_verified,0
41835,100540,22,27,0.0856593772017967,0.702948741423521,2,12,3,676,4,0,home,MORTGAGE,NC,44,60,5125,36,1,0.6104358684429309,0,4,not_verified,0
46814,18277,16,13,0.37805073250332266,0.007027492882049513,1,22,2,723,1,1,medical,RENT,TX,22,32,4823,60,4,0.43744545035288307,0,0,not_verified,0
3489,50289,38,16,0.4202095377617941,0.2939845748418538,0,1,9,713,8,0,car,MORTGAGE,NY,46,84,8407,60,0,0.6056732089760002,2,2,not_verified,0
42475,147977,33,19,0.06458376145057251,0.18993317224255224,0,11,4,574,0,4,business,MORTGAGE,MI,35,93,6747,36,3,0.17843151097585663,2,0,not_verified,0
3890,120863,6,21,0.2956022759979164,0.27282900328739634,0,24,5,384,1,4,home,OWN,PA,65,57,10914,60,4,0.6330988984119303,0,3,verified,1
46100,142484,5,25,0.0637437068020194,0.04837041439089995,0,10,0,324,11,1,education,MORTGAGE,FL,29,22,6682,60,4,0.7807050310040681,1,3,not_verified,0
35210,27344,0,5,0.05678683295552274,0.471288276017397,1,5,2,780,9,4,home,RENT,MI,33,23,12750,60,0,0.9521600871568039,1,2,not_verified,0
1722,24282,17,17,0.38462843122217544,0.5103038623035911,0,10,3,730,10,2,business,RENT,GA,53,70,9281,36,3,0.09212436206759855,0,3,verified,0
9947,185637,34,8,0.44929796430226865,0.46025987804518087,0,18,0,581,14,4,home,OWN,GA,59,78,5455,60,2,0.6611296261645568,2,4,verified,1
36018,152447,2,25,0.16696986842904624,0.19228409212185305,0,5,9,726,1,2,car,RENT,NY,37,46,11470,36,3,0.46304411795063205,0,0,verified,0
36354,67330,0,18,0.254029703779209,0.6761999466950785,0,15,1,702,11,2,business,OWN,IL,33,68,3484,36,4,0.7835375538057556,2,2,verified,0
42345,46880,2,10,0.3116365493503062,0.47445851765640634,0,12,1,620,11,3,medical,RENT,OH,25,6,1386,36,1,0.7094720624410261,0,4,not_verified,0
23510,20497,17,15,0.5253933771393668,0.8956694246625563,1,7,8,737,10,1,medical,OWN,NY,35,65,11461,60,1,0.8009376951279664,1,1,not_verified,0
40541,170014,14,13,0.38589754011182675,0.543427701326191,0,18,5,637,3,1,business,OWN,OH,35,62,3721,36,4,0.8538108573509002,1,4,verified,1
12207,154024,13,29,0.5152727802498573,0.08362111710282238,0,17,1,792,0,0,home,OWN,PA,59,70,8319,36,2,0.11877061022121316,0,4,verified,0
16073,104903,36,15,0.14794690531321608,0.25028499258801695,0,3,2,312,1,3,medical,OWN,MI,58,100,7016,36,1,0.6484840629965735,2,4,not_verified,0
13647,28910,16,7,0.31847851219072226,0.38261413374831155,1,9,3,457,5,3,car,MORTGAGE,TX,20,47,14981,60,3,0.050883407514580536,2,4,not_verified,1
9190,70371,27,26,0.4138356330316282,0.7027689201548755,1,15,5,414,8,4,education,MORTGAGE,PA,18,118,2034,36,0,0.3391467648718067,2,4,not_verified,1
37855,189424,15,3,0.14330160605530137,0.04510960187318502,2,16,7,401,11,1,education,OWN,NY,63,37,3879,60,2,0.3987557648776343,0,3,not_verified,1
38846,183525,28,18,0.10918399837287424,0.8783577394731655,1,20,6,540,9,2,medical,OWN,NY,28,22,845,60,4,0.5266078307158036,2,4,not_verified,1
9142,30929,18,26,0.39661646851725885,0.3629408581310347,0,20,5,725,1,0,medical,RENT,NY,60,82,7091,36,2,0.3768367123112344,0,3,not_verified,1
27543,76400,23,2,0.11041377066760319,0.9214303943103619,1,11,2,788,0,3,business,OWN,IL,41,31,14395,36,3,0.7042741384613027,0,4,verified,1
46260,37986,19,2,0.39621347794141626,0.3688943666912612,1,7,4,681,10,1,medical,MORTGAGE,NY,36,86,7870,60,1,0.40151241734363163,0,2,verified,0
36806,42526,27,26,0.15692882543462514,0.7702590139272165,0,4,0,566,13,0,wedding,RENT,MI,55,108,9991,36,3,0.4051769734062317,1,3,not_verified,1
43032,46293,20,17,0.2662308879426401,0.5007593931741949,0,14,9,846,2,2,education,RENT,NC,43,118,11793,60,4,0.6135812475098904,2,4,not_verified,0
27876,57946,22,28,0.33822604916500715,0.6836849709568558,0,4,7,731,0,3,business,MORTGAGE,PA,36,87,10015,36,1,0.9249620219538248,0,4,not_verified,0
15413,185562,5,26,0.2354625856470487,0.1477702969199911,0,17,7,589,8,0,business,RENT,MI,20,42,13283,60,4,0.7977543088866302,1,0,verified,0
1768,114965,7,23,0.17319597780615048,0.9071290860363845,1,23,6,354,6,2,medical,RENT,NY,60,108,6527,60,1,0.7619916164227026,1,1,not_verified,0
28255,150988,10,2,0.5511266706070019,0.7139058903625998,1,24,8,700,10,3,education,MORTGAGE,CA,25,6,5250,60,0,0.6177316012821106,1,4,verified,1
42946,69184,36,9,0.5658636217473825,0.7871588245981882,2,6,9,786,6,2,home,RENT,PA,38,32,8827,60,1,0.017252225931850607,0,0,verified,0
45066,22312,9,24,0.12011569315320528,0.443540869301421,0,16,1,413,3,2,business,MORTGAGE,IL,49,100,13912,36,2,0.7705367213608034,1,3,verified,1
6557,30787,16,7,0.5358175712528523,0.8800221534470896,1,16,5,436,0,3,education,MORTGAGE,PA,45,8,11506,60,4,0.9560027465619493,2,1,verified,0
44319,153182,11,5,0.0423958255480684,0.16206232353754157,2,5,4,821,9,2,car,OWN,MI,29,47,573,60,0,0.1940698163278728,1,3,verified,1
28620,42338,16,22,0.02905560560643955,0.28675645649362036,0,18,1,348,12,0,business,RENT,CA,55,42,14145,36,0,0.7751210888820974,1,3,not_verified,0
19691,61015,37,6,0.4017636366438741,0.22430071687508102,0,24,5,459,0,4,education,OWN,FL,61,76,12695,36,0,0.634562041484606,2,1,not_verified,1
35157,75013,25,29,0.19143173682657935,0.5894286836588721,0,11,4,688,12,0,wedding,MORTGAGE,NC,19,60,13445,60,4,0.24694043552689238,0,2,not_verified,0
40507,173867,23,24,0.18174274578561736,0.29493768449769653,0,22,0,367,8,1,business,OWN,TX,49,10,14818,60,4,0.45260620077024716,1,1,not_verified,1
11773,53014,1,3,0.25980648600409423,0.9403922274835916,1,12,6,520,9,0,education,RENT,IL,57,108,1765,36,0,0.9993725009674864,2,1,verified,0
11263,167448,33,11,0.11596644771555727,0.12968981934535018,0,10,8,771,3,0,education,RENT,NY,37,72,6122,36,4,0.9221519462785953,0,1,verified,0
14386,105463,31,4,0.5295845306924031,0.8052769823165732,1,15,4,398,12,4,car,OWN,GA,57,22,6169,36,3,0.11772222784615183,2,3,verified,0
23381,15373,23,1,0.06795584180638231,0.720738558866035,1,6,5,629,4,0,home,OWN,GA,66,48,8296,36,3,0.6431512500086223,2,3,verified,0
43629,185324,29,16,0.4312361161581341,0.9965529677420857,0,1,6,647,1,4,wedding,OWN,NC,51,27,6216,36,3,0.4231683806925509,0,2,not_verified,1
16258,21174,13,24,0.16545376843038745,0.0649484106700523,1,6,1,712,13,1,education,RENT,MI,29,13,6609,60,1,0.27486924742972396,2,4,not_verified,0
26993,77808,21,9,0.3382673841207748,0.719434040100648,0,6,0,369,2,0,wedding,OWN,FL,55,30,10548,36,0,0.0036407405739375953,1,4,not_verified,1
49585,22720,28,26,0.33826086361121743,0.28281264628408176,0,11,0,732,8,4,education,OWN,NY,25,118,2994,60,4,0.08332764596815012,0,1,verified,1
40021,197240,19,28,0.17261216055630757,0.09564366203935859,0,10,2,832,10,3,medical,OWN,MI,62,107,7274,36,0,0.2754891322860874,0,0,not_verified,0
40001,184331,15,9,0.4621681175496488,0.8195073224243881,1,17,1,324,7,1,home,OWN,CA,57,62,8305,36,3,0.48381659019470646,2,4,verified,1
13324,191539,15,23,0.14852441824852844,0.2536401646465072,0,11,8,502,1,0,car,RENT,FL,47,116,2235,60,2,0.9868126030178982,1,1,not_verified,0
28445,120008,7,12,0.06356111856595081,0.31422482566227916,0,10,6,532,12,2,home,MORTGAGE,OH,43,93,4808,60,0,0.8198625833644534,1,1,not_verified,0
27162,175566,1,27,0.07063231169338285,0.34950170755659016,1,16,3,752,5,3,medical,MORTGAGE,OH,31,101,4805,36,0,0.8307588782563156,2,2,not_verified,1
5667,40479,23,14,0.5549217102831699,0.3686066589181425,0,6,1,335,2,2,education,MORTGAGE,MI,27,38,13627,60,0,0.28333412884714115,0,1,not_verified,1
33383,197962,15,19,0.28716123391352416,0.5813928213841638,0,22,8,716,7,0,wedding,OWN,NY,36,51,11872,60,2,0.4863190083021314,2,1,not_verified,0
21786,89073,15,16,0.509020622384481,0.31071901976899585,1,16,8,480,13,2,wedding,MORTGAGE,IL,68,114,5493,36,3,0.5972676691556599,2,4,verified,0
11418,56706,1,18,0.5208610161276176,0.16048857437491415,0,23,7,829,1,3,car,MORTGAGE,PA,64,63,9355,36,1,0.34249162790881094,2,3,verified,0
32259,162020,3,24,0.40850742135876306,0.511589495986863,1,14,7,662,11,3,home,RENT,MI,22,42,9601,60,0,0.7416444067764832,0,3,verified,0
49879,149930,9,2,0.5758885956584071,0.27664768725841327,0,15,1,548,13,3,education,RENT,CA,21,1,10992,36,2,0.9074253890695041,2,4,not_verified,0
32651,120221,22,13,0.42269063628043146,0.6425957877519485,1,10,2,833,9,2,education,RENT,FL,57,56,4875,36,0,0.5559905256068473,2,2,not_verified,1
15055,82705,13,25,0.43189145649709065,0.7991980414019674,0,20,3,381,14,2,home,OWN,TX,28,66,14589,36,1,0.15591272816749113,1,0,not_verified,0
10123,175118,23,1,0.06663253928494278,0.25084153677395804,1,10,2,449,9,4,home,RENT,OH,33,41,10663,36,2,0.5404710604322107,2,2,verified,1
40756,134749,9,24,0.5493218578297615,0.7266593059531895,0,23,1,364,10,2,medical,OWN,PA,23,61,8229,36,0,0.9585849442652555,2,2,not_verified,0
14755,117415,30,8,0.13736091568642222,0.8780920386407444,0,6,5,488,2,4,home,MORTGAGE,OH,35,93,11265,36,3,0.05509628067990846,1,4,not_verified,0
10734,138317,25,5,0.5250890956823457,0.56615647525967,0,22,2,773,14,1,wedding,MORTGAGE,FL,46,93,8255,60,3,0.40019145040644066,2,0,not_verified,0
49704,76649,14,25,0.44140553371182367,0.5133559409611548,0,12,2,747,6,1,medical,MORTGAGE,PA,34,119,9889,36,2,0.7520032650405283,1,2,not_verified,0
35760,159668,26,14,0.39210406185458035,0.0034146786679544183,0,18,0,801,13,2,wedding,MORTGAGE,PA,39,114,5024,60,0,0.5721002233091399,1,4,not_verified,0
45666,47746,27,1,0.20483640759553223,0.0910630054059145,0,8,4,400,12,2,wedding,MORTGAGE,NC,34,25,4292,60,2,0.6372223557107413,1,3,verified,1
37827,75467,20,18,0.18072393499430475,0.7289820818238771,0,18,2,424,2,3,car,RENT,PA,30,35,14213,36,3,0.20754657111574815,2,0,not_verified,0
24587,145921,13,4,0.5598344246512383,0.06890604394339739,1,12,0,509,12,2,wedding,OWN,OH,26,34,6736,36,3,0.7652362171214313,0,3,verified,1
40661,128519,6,11,0.38665919851949604,0.3747859199149781,0,14,5,840,10,4,business,OWN,PA,19,18,6190,60,3,0.29669604682200723,0,2,verified,0
12741,50196,38,14,0.061823903889987236,0.9298704494603423,0,10,6,381,0,1,business,OWN,MI,44,85,4652,36,1,0.2703907829092781,2,3,not_verified,0
20528,29148,5,11,0.2807051429619416,0.41130397174307076,1,15,7,407,11,0,car,OWN,TX,60,111,10954,60,0,0.5381796887133891,1,2,verified,1
49157,108535,34,22,0.526694040134449,0.6694113269728053,1,6,5,373,13,3,car,MORTGAGE,IL,33,74,7835,60,4,0.32781088529587,0,3,verified,0
24266,63412,15,11,0.26140651179408547,0.22480340073424065,0,22,3,604,2,3,business,MORTGAGE,OH,50,40,10929,36,2,0.16313641852371108,0,2,verified,0
24854,92289,25,17,0.39536864092024127,0.3420554137486782,1,11,6,616,5,0,business,MORTGAGE,MI,18,98,7081,36,1,0.7609303006643812,0,4,not_verified,0
16706,68634,3,21,0.47362290374898086,0.926450229113999,1,2,9,687,0,2,home,RENT,MI,32,14,10463,60,0,0.4281267158176667,1,4,verified,1
43494,49226,9,21,0.06978893878106734,0.6303794659721874,0,14,7,427,7,3,wedding,RENT,OH,28,81,9850,36,3,0.2192428630822424,0,3,not_verified,0
16876,172251,25,19,0.4966779944269083,0.8805931891421739,1,22,7,690,10,1,home,OWN,CA,48,11,4456,36,0,0.12552935584394098,0,0,verified,1
46802,97987,12,22,0.382472453427062,0.5092654830438266,1,15,0,704,6,1,home,OWN,NC,61,43,10552,60,2,0.599771733624778,0,3,verified,1
20058,132528,7,26,0.4516369469090105,0.9838397871267932,0,8,6,826,14,4,wedding,MORTGAGE,CA,49,57,538,60,1,0.5854253927561363,0,1,not_verified,0
5548,100498,26,14,0.4888203672076192,0.5584230674100246,1,10,0,397,4,1,car,OWN,OH,41,35,2114,36,2,0.1887271726990134,2,4,not_verified,1
30502,129762,11,13,0.17937115836703302,0.9647081104845916,0,5,3,312,12,0,car,MORTGAGE,PA,25,51,9950,36,0,0.4104688674939807,2,4,not_verified,1
15263,161439,31,2,0.1707283858133596,0.4645781752502681,1,8,2,372,9,0,wedding,MORTGAGE,GA,68,21,3113,36,0,0.7238843470088883,2,4,not_verified,1
2552,79986,15,1,0.19601674815987538,0.6958643344608653,0,18,1,601,1,2,wedding,RENT,OH,21,25,8254,60,2,0.0891471545940914,0,2,verified,0
7014,106117,34,17,0.04870028873269624,0.8144398099534287,1,24,1,319,7,2,education,MORTGAGE,OH,46,56,676,36,4,0.3159855028871188,0,0,verified,0
14106,131148,21,12,0.3042855696564776,0.20519260440887443,0,6,5,629,14,4,car,MORTGAGE,NY,29,60,2002,36,3,0.8942568595907671,0,4,not_verified,0
18776,42260,6,8,0.4172607540818955,0.33921253727771405,0,17,6,371,10,2,medical,OWN,FL,63,19,6029,36,4,0.6979285323300329,2,2,verified,0
16396,157786,31,25,0.15734422961665703,0.9911061655747062,1,24,4,547,14,4,car,MORTGAGE,FL,38,15,12539,60,4,0.11434090165387001,1,2,verified,0
27455,116146,26,17,0.37320912287294433,0.7566311490465772,1,15,2,422,1,0,medical,OWN,NC,28,31,2780,36,1,0.22663243442061531,2,1,not_verified,1
42340,130334,17,26,0.14031240996426686,0.09306584114178373,0,7,2,753,12,4,business,RENT,TX,60,57,3237,36,1,0.36618521993118813,2,0,verified,1
1648,38386,10,5,0.364193716371441,0.7941938002337162,1,4,4,579,4,0,wedding,OWN,FL,59,50,1843,60,1,0.9799618943169358,0,2,verified,0
46301,184418,38,21,0.03633529820589621,0.8671453371674583,0,22,0,445,9,2,medical,RENT,OH,56,28,4258,60,1,0.6367847089724765,2,3,verified,0
29197,107344,6,11,0.02668671728753204,0.7403156447674519,1,24,5,417,4,0,car,RENT,MI,26,110,11143,60,1,0.655041311081901,2,4,verified,0
38428,56688,28,16,0.31539021827773833,0.2823192829279444,0,21,7,622,6,3,car,MORTGAGE,CA,22,89,13070,36,1,0.42973386559796245,2,4,verified,0
12609,132926,3,18,0.25340105356156706,0.6427328837229428,0,5,3,816,10,1,medical,MORTGAGE,MI,27,88,6929,36,2,0.8971384217644287,1,0,not_verified,0
34588,83914,16,26,0.06047406234268847,0.34290461241028636,1,4,7,373,1,0,medical,RENT,CA,43,5,9492,36,2,0.04741314408035624,1,0,not_verified,0
27592,45671,24,4,0.14792293900061165,0.01781524481289165,0,4,5,478,2,3,medical,OWN,TX,19,106,10192,36,4,0.28296365936726686,0,0,verified,0
16920,185260,37,9,0.3515089814562109,0.10014826885018946,0,4,3,336,3,2,wedding,OWN,TX,55,93,13837,60,1,0.7652973772397871,2,2,not_verified,1
22829,34545,36,21,0.3900306084948147,0.385023236566016,0,6,5,487,0,3,education,OWN,CA,38,80,11368,60,3,0.35856769214875395,1,4,verified,0
8695,160400,9,11,0.3902157298766989,0.8309425578541231,0,15,4,710,14,1,wedding,MORTGAGE,GA,18,39,1190,60,3,0.21134838820239277,0,1,not_verified,0
38644,19786,35,12,0.45157180520930107,0.05456434703110524,1,12,8,405,0,4,car,MORTGAGE,GA,56,103,10633,36,3,0.3733189275801312,2,3,not_verified,0
20179,35240,15,12,0.096360270249538,0.7475491340475917,0,24,9,710,8,1,medical,RENT,GA,26,55,11397,60,0,0.45654217569640243,1,0,verified,0
37984,168502,11,25,0.5376387885804528,0.9436764314402654,0,11,6,735,11,3,medical,OWN,NY,31,96,4303,36,3,0.9791068731164164,1,3,not_verified,0
3134,66597,16,29,0.24926931990697165,0.821263525588981,0,6,9,344,11,3,wedding,MORTGAGE,OH,32,65,14839,60,0,0.31302294932798636,0,3,not_verified,0
3177,161902,8,19,0.49929916121451273,0.3215811752039627,0,17,7,775,12,4,education,OWN,NC,62,44,11403,60,0,0.7483221196078834,1,0,verified,0
19683,49689,39,6,0.03990253541823051,0.24394474013292577,0,18,8,622,14,4,education,RENT,MI,55,85,2735,60,4,0.8002172995652839,0,3,verified,1
32506,84593,31,26,0.2301864931358926,0.5229754220630711,0,18,2,350,2,0,business,RENT,TX,31,37,3343,60,2,0.39424801274648125,0,3,not_verified,0
18767,63537,17,1,0.3815178574818528,0.9505271800966528,1,14,0,659,13,0,medical,RENT,IL,57,46,875,60,0,0.47863919296086566,2,4,not_verified,1
12693,132653,23,27,0.2036612669382668,0.018020228103853397,1,7,8,384,11,1,business,RENT,IL,42,101,2893,36,3,0.3911836635221685,0,2,verified,0
5142,178433,7,9,0.43505927317810644,0.27515063378633464,0,5,6,498,10,4,education,OWN,CA,44,102,10801,60,1,0.5258996865687947,2,2,verified,0
45622,53789,32,18,0.1188605624575307,0.1112076598920736,0,24,7,545,3,4,education,MORTGAGE,IL,32,119,6530,36,2,0.19166179181840526,1,4,verified,0
24028,125575,11,26,0.5128731224202293,0.799856608829671,0,22,6,703,8,2,home,RENT,FL,58,114,9445,60,1,0.3638552327513418,1,4,not_verified,0
27409,38572,33,11,0.23448956563964968,0.9775979498617632,2,15,9,346,11,0,business,OWN,NC,23,105,13857,36,0,0.21568461056597976,2,4,not_verified,1
3472,45995,2,1,0.48414281735225806,0.1278473960166142,1,6,2,676,4,0,wedding,MORTGAGE,MI,25,5,3873,60,3,0.27039279524980164,2,2,not_verified,0
16300,52342,39,23,0.10423300716698591,0.7188115426788162,0,4,3,676,9,4,education,RENT,FL,40,114,7125,60,4,0.6633491793830316,2,0,verified,0
31549,58982,0,2,0.5241189277206877,0.856794003964707,2,15,3,759,4,4,medical,RENT,NY,56,38,1495,36,1,0.6777629787087174,1,1,not_verified,0
14018,62998,28,28,0.30410527342831245,0.6590187143264837,0,14,9,494,9,3,car,RENT,FL,61,0,10829,60,3,0.44721612651374676,1,4,verified,0
13398,138051,4,16,0.08434696787453967,0.9723872609577238,0,4,4,622,13,3,wedding,MORTGAGE,IL,34,1,4480,36,0,0.2695727568355111,1,1,verified,0
26826,31248,37,22,0.45139299024608603,0.4734997399490696,0,1,6,831,14,2,home,MORTGAGE,GA,65,76,2818,60,3,0.6466446274985709,2,0,not_verified,0
4110,175286,20,26,0.577625742003283,0.8265505933540679,0,12,6,306,12,4,home,RENT,FL,31,40,12778,60,0,0.697726180343373,1,2,not_verified,1
42094,112288,33,14,0.06443558585191486,0.12934627938904653,0,11,8,387,10,3,wedding,RENT,TX,26,0,4073,36,3,0.3745746440792348,2,1,not_verified,1
14606,136649,29,27,0.44902347249389823,0.13411440966884247,0,24,1,321,2,1,education,MORTGAGE,MI,54,87,4739,60,3,0.9541038865128995,2,1,verified,1
9801,81514,19,22,0.49728598165091153,0.37112754343534426,0,21,4,727,4,3,education,RENT,MI,24,78,10237,36,4,0.7789798712371772,1,2,not_verified,0
44994,175282,30,29,0.10604306935094018,0.4400576266240791,0,17,8,513,8,3,car,RENT,CA,68,21,14502,36,4,0.19554874156898783,1,2,verified,0
23955,100760,23,26,0.4368850392909843,0.18293260528309496,0,8,3,416,5,4,education,MORTGAGE,TX,22,1,12357,36,1,0.8686521221593668,1,2,verified,1
32811,160159,39,20,0.514358281696924,0.19468243564230403,0,20,7,547,3,0,medical,MORTGAGE,NY,20,47,9727,60,0,0.4348245305372209,2,0,verified,0
4774,30323,36,5,0.1178774682548889,0.9063926339176437,0,12,8,437,2,0,medical,OWN,GA,44,92,3925,36,4,0.0338814328110546,1,2,verified,0
27822,131292,1,14,0.42420693029715517,0.44601237445953834,1,4,5,339,13,2,medical,MORTGAGE,NY,55,82,9801,60,1,0.016844408800938515,1,2,verified,0
1258,183817,9,21,0.5574674265163125,0.7698122998993887,0,24,2,444,12,2,wedding,OWN,IL,36,117,13899,60,1,0.6925138864688255,1,0,not_verified,0
7868,168845,29,6,0.28556597502438796,0.987699358822407,0,10,9,575,8,0,business,OWN,PA,60,22,10449,60,0,0.6815526295894515,2,3,verified,0
7817,137280,38,7,0.5212373425982735,0.019621796607990905,1,11,3,593,10,3,business,OWN,PA,30,70,3219,36,0,0.8882088385456375,2,1,not_verified,1
39512,104391,1,3,0.16037270874952303,0.22943372175490118,0,8,8,473,9,0,medical,RENT,NC,18,58,10596,60,3,0.3164091066974325,1,1,not_verified,0
31856,181003,36,20,0.04643831552306379,0.8953151411858392,1,23,6,647,10,4,car,OWN,TX,67,36,7404,36,0,0.7021372044757894,2,4,verified,0
13092,16140,2,14,0.430679198848163,0.46386330423099775,0,20,6,304,11,3,car,RENT,NC,58,81,725,36,1,0.19559338509191349,0,3,not_verified,0
32100,122344,11,18,0.4690795488635222,0.9716816230411619,0,21,2,634,8,1,business,MORTGAGE,OH,27,17,13905,36,3,0.05908635047436339,2,4,not_verified,0
17621,37652,34,18,0.43440570413375806,0.41371905555775657,0,14,4,791,6,1,car,MORTGAGE,GA,37,87,8447,36,4,0.9170158069488821,1,3,verified,1
37123,120051,0,12,0.16071621000324465,0.08089924887229094,1,6,5,818,4,3,education,RENT,OH,69,84,14348,36,1,0.7585885722848793,2,2,not_verified,1
8904,105874,0,2,0.5547907173534871,0.759959877847288,1,20,9,551,10,2,wedding,RENT,MI,33,101,10349,36,3,0.15952448166197064,0,3,verified,1
23985,98378,28,14,0.11202326301360353,0.30625895635804545,0,20,7,558,1,2,business,MORTGAGE,IL,35,100,823,36,1,0.37989027455418667,0,4,verified,0
2158,120297,35,1,0.3983764192777874,0.2803158935882054,0,22,0,409,14,2,business,MORTGAGE,TX,67,100,13723,60,4,0.6812453592304035,1,1,verified,0
34362,39598,8,27,0.2104436544013158,0.003559223267681988,0,20,2,358,7,1,car,RENT,IL,64,4,4084,36,3,0.8973878416446966,2,1,verified,1
19134,44666,11,14,0.3815408233328238,0.742848878820861,2,19,3,824,0,4,car,OWN,MI,41,76,10349,60,2,0.7911146788310721,2,0,not_verified,0
17786,163561,11,27,0.2582621227452924,0.1985179799058976,1,14,2,383,12,2,education,MORTGAGE,MI,50,8,8700,36,4,0.502117278194512,2,1,verified,0
26397,136034,9,18,0.13527945520061416,0.4372441238544389,0,6,3,461,10,4,car,RENT,NY,26,69,6668,36,0,0.13950403366592423,0,1,verified,0
11427,173250,21,8,0.0683901344152554,0.39089884215776305,1,19,9,750,7,0,home,MORTGAGE,OH,60,41,5901,60,2,0.4807569714906028,1,2,not_verified,0
11494,119329,37,3,0.18841834083499198,0.9136824889298372,1,3,2,722,3,0,car,OWN,OH,18,1,6851,60,1,0.6429406718916828,1,4,verified,1
8490,151547,18,19,0.27843952723469356,0.08078162067886496,0,19,3,757,11,2,car,RENT,PA,31,109,6610,36,2,0.7355929507607718,2,4,verified,0
